title,start_time,end_time,description,exercise_title,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,muscle_group
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Russian Twist (Weighted),1,normal,25,10,,,Abdominals"
"Afternoon workout ,""17 May 2025 17:43"",""17 May 2025 18:31"",,Russian Twist (Weighted),2,normal,25,10,,,Abdominals"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Press (Machine),0,normal,118,10,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Press (Machine),1,normal,168,10,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Press (Machine),2,normal,208,7,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Lying Leg Curl (Machine),0,normal,20,10,,,Hamstrings"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Lying Leg Curl (Machine),1,normal,30,8,,,Hamstrings"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Lying Leg Curl (Machine),2,normal,40,6,,,Hamstrings"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Standing Calf Raise (Machine),0,normal,110,12,,,Calves"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Standing Calf Raise (Machine),1,normal,130,10,,,Calves"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Standing Calf Raise (Machine),2,normal,150,10,,,Calves"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Extension (Machine),0,normal,40,12,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Extension (Machine),1,normal,55,10,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Leg Extension (Machine),2,normal,70,8,,,Quadriceps"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Ball Slams,0,normal,12,8,,,Full Body"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Crunch (Machine),0,normal,50,10,,,Abdominals"
"Evening workout ,""15 May 2025 18:08"",""15 May 2025 18:59"",,Crunch (Machine),1,normal,65,6,,,Abdominals"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Warm Up,0,normal,,,,155,Cardio"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Lat Pulldown (Cable),0,normal,45,10,,,Lats"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Lat Pulldown (Cable),1,normal,45,10,,,Lats"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Seated Cable Row - V Grip (Cable),0,normal,45,10,,,Upper Back"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Seated Cable Row - V Grip (Cable),1,normal,60,8,,,Upper Back"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Seated Cable Row - V Grip (Cable),2,normal,60,7,,,Upper Back"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Face Pull,0,normal,22.5,12,,,Shoulders"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Face Pull,1,normal,27.5,10,,,Shoulders"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Face Pull,2,normal,32.5,9,,,Shoulders"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Shrug (Dumbbell),0,normal,40,9,,,Shoulders"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Shrug (Dumbbell),1,normal,30,10,,,Shoulders"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Hammer Curl (Dumbbell),0,normal,20,12,,,Biceps"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Hammer Curl (Dumbbell),1,normal,30,5,,,Biceps"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,HIIT,0,normal,,,,900,Cardio"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Pull Up (Assisted),0,normal,55,5,,,Lats"
"Evening workout ,""14 May 2025 18:42"",""14 May 2025 19:30"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Warm Up,0,normal,,,,316,Cardio"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Lunge (Barbell),0,normal,18,10,,,Quadriceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Lunge (Barbell),1,normal,18,10,,,Quadriceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Box Jump,0,normal,,10,,,Quadriceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Bench Press (Barbell),0,normal,44,12,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Bench Press (Barbell),1,normal,64,10,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Bench Press (Barbell),2,normal,74,7,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Bench Press (Barbell),3,normal,64,12,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Shoulder Press (Dumbbell),0,normal,20,15,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Shoulder Press (Dumbbell),1,normal,30,10,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Shoulder Press (Dumbbell),2,normal,30,10,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Lateral Raise (Dumbbell),0,normal,20,10,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Lateral Raise (Dumbbell),1,normal,10,13,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Lateral Raise (Dumbbell),2,normal,10,12,,,Shoulders"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Triceps Pushdown,0,normal,20,15,,,Triceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Triceps Pushdown,1,normal,25,10,,,Triceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Triceps Pushdown,2,normal,30,6,,,Triceps"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Butterfly (Pec Deck),0,normal,40,10,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Butterfly (Pec Deck),1,normal,40,8,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Butterfly (Pec Deck),2,normal,40,8,,,Chest"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Knee Raise Parallel Bars,0,normal,,10,,,Abdominals"
"Afternoon workout ,""11 May 2025 17:36"",""11 May 2025 18:41"",,Knee Raise Parallel Bars,1,normal,,8,,,Abdominals"
"Evening workout ,""10 May 2025 08:16"",""10 May 2025 09:09"",,Walking,0,normal,,,1,840,Cardio"
"Evening workout ,""10 May 2025 08:16"",""10 May 2025 09:09"",,Yoga,0,normal,,,,900,Full Body"
"Evening workout ,""10 May 2025 08:16"",""10 May 2025 09:09"",,Cycling,0,normal,,,1.5,720,Cardio"
"Evening workout ,""10 May 2025 08:16"",""10 May 2025 09:09"",,Cycling,1,normal,,,1.5,720,Cardio"
"Evening workout ,""10 May 2025 08:16"",""10 May 2025 09:09"",,Hula Hoop,0,normal,,200,,,Cardio"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Press (Machine),0,normal,118,10,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Press (Machine),1,normal,168,10,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Press (Machine),2,normal,188,9,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Press (Machine),3,normal,208,8,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Lying Leg Curl (Machine),0,normal,20,12,,,Hamstrings"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Lying Leg Curl (Machine),1,normal,30,10,,,Hamstrings"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Lying Leg Curl (Machine),2,normal,40,7,,,Hamstrings"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Standing Calf Raise (Machine),0,normal,110,12,,,Calves"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Standing Calf Raise (Machine),1,normal,130,10,,,Calves"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Standing Calf Raise (Machine),2,normal,150,9,,,Calves"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Extension (Machine),0,normal,40,12,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Extension (Machine),1,normal,55,9,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Leg Extension (Machine),2,normal,70,5,,,Quadriceps"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Knee Raise Parallel Bars,1,normal,,15,,,Abdominals"
"Evening workout ,""9 May 2025 18:28"",""9 May 2025 19:20"",,Ball Slams,0,normal,12,8,,,Full Body"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Warm Up,0,normal,,,,155,Cardio"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Lat Pulldown (Cable),0,normal,45,10,,,Lats"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Lat Pulldown (Cable),1,normal,45,10,,,Lats"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Seated Cable Row - V Grip (Cable),0,normal,45,10,,,Upper Back"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Seated Cable Row - V Grip (Cable),1,normal,45,10,,,Upper Back"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Seated Cable Row - V Grip (Cable),2,normal,60,7,,,Upper Back"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Face Pull,0,normal,22.5,12,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Face Pull,1,normal,27.5,10,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Face Pull,2,normal,32.5,8,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Shrug (Dumbbell),0,normal,40,10,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Shrug (Dumbbell),1,normal,40,10,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Shrug (Dumbbell),2,normal,40,8,,,Shoulders"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Hammer Curl (Dumbbell),0,normal,20,10,,,Biceps"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Hammer Curl (Dumbbell),1,normal,20,10,,,Biceps"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,Hammer Curl (Dumbbell),2,normal,30,6,,,Biceps"
"Evening workout ,""7 May 2025 18:07"",""7 May 2025 19:12"",,HIIT,0,normal,,,,900,Cardio"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Bench Press (Barbell),0,normal,44,12,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Bench Press (Barbell),1,normal,64,9,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Bench Press (Barbell),2,normal,74,6,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Butterfly (Pec Deck),0,normal,40,10,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Butterfly (Pec Deck),1,normal,40,10,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Butterfly (Pec Deck),2,normal,55,5,,,Chest"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Triceps Pushdown,0,normal,17.5,15,,,Triceps"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Triceps Pushdown,1,normal,22.5,10,,,Triceps"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Triceps Pushdown,2,normal,27.5,9,,,Triceps"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Shoulder Press (Dumbbell),0,normal,20,12,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Shoulder Press (Dumbbell),1,normal,30,10,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Shoulder Press (Dumbbell),2,normal,30,9,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Lateral Raise (Dumbbell),0,normal,10,12,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Lateral Raise (Dumbbell),1,normal,10,10,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Lateral Raise (Dumbbell),2,normal,20,8,,,Shoulders"
"Morning workout ,""5 May 2025 10:52"",""5 May 2025 11:46"",,Stretching,0,normal,,,,120,Other"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Warm Up,0,normal,,,,360,Cardio"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Lunge (Barbell),0,normal,12,10,,,Quadriceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Bicep Curl (Barbell),0,normal,20,10,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Bicep Curl (Barbell),1,normal,20,10,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Bicep Curl (Barbell),2,normal,20,9,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Hammer Curl (Dumbbell),0,normal,20,12,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Hammer Curl (Dumbbell),1,normal,20,12,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Hammer Curl (Dumbbell),2,normal,30,6,,,Biceps"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Cable Crunch,0,normal,27.5,10,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Cable Crunch,1,normal,27.5,10,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Cable Crunch,2,normal,32.5,10,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Crunch (Machine),0,normal,40,12,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Crunch (Machine),1,normal,50,10,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Crunch (Machine),2,normal,65,8,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,Knee Raise Parallel Bars,0,normal,,15,,,Abdominals"
"Afternoon workout ,""4 May 2025 17:16"",""4 May 2025 18:17"",,HIIT,0,normal,,,,884,Cardio"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Face Pull,0,normal,22.5,12,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Face Pull,1,normal,27.5,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Plate Front Raise,0,normal,25,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Plate Front Raise,1,normal,25,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Seated Shoulder Press (Machine),0,normal,15,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Seated Shoulder Press (Machine),1,normal,15,9,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Back Extension (Machine),0,normal,100,10,,,Lower Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Back Extension (Machine),1,normal,115,8,,,Lower Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Lat Pulldown (Cable),0,normal,45,12,,,Lats"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Lat Pulldown (Cable),1,normal,45,10,,,Lats"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Back Extension (Hyperextension),0,normal,,10,,,Lower Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Seated Row (Machine),0,normal,40,13,,,Upper Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Seated Row (Machine),1,normal,55,10,,,Upper Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Seated Row (Machine),2,normal,55,8,,,Upper Back"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Lateral Raise (Machine),0,normal,30,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Lateral Raise (Machine),1,normal,30,10,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Lateral Raise (Machine),2,normal,40,7,,,Shoulders"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Cycling,0,normal,,,0.8,480,Cardio"
"Day 2 (Shoulder and back ),""3 May 2025 12:08"",""3 May 2025 12:51"",,Cycling,1,normal,,,0.8,480,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Walking,0,normal,,,1,840,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Walking,1,normal,,,1,840,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Walking,2,normal,,,1,840,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Walking,3,normal,,,1,840,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Hula Hoop,0,normal,,100,,,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Hula Hoop,1,normal,,135,,,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Hula Hoop,2,normal,,85,,,Cardio"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Russian Twist (Bodyweight),0,normal,,30,,,Abdominals"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Russian Twist (Bodyweight),1,normal,,25,,,Abdominals"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Russian Twist (Bodyweight),2,normal,,20,,,Abdominals"
"Late night workout đźŚ™,""2 May 2025 12:00"",""2 May 2025 13:04"",,Push Up,0,normal,,8,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Bench Press (Barbell),0,normal,54,12,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Bench Press (Barbell),1,normal,54,10,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Bench Dip,0,normal,,10,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Extension (Machine),0,normal,40,12,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Extension (Machine),1,normal,50,8,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Extension (Machine),2,normal,50,8,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Butterfly (Pec Deck),0,normal,40,10,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Butterfly (Pec Deck),1,normal,40,9,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Butterfly (Pec Deck),2,normal,40,9,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Chest Press (Machine),0,normal,30,12,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Chest Press (Machine),1,normal,45,9,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Chest Press (Machine),2,normal,45,9,,,Chest"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Kickback (Dumbbell),0,normal,10,10,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Kickback (Dumbbell),1,normal,10,10,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Kickback (Dumbbell),2,normal,10,10,,,Triceps"
"Day 1 (Chest and triceps),""1 May 2025 18:28"",""1 May 2025 19:09"",,Triceps Kickback (Dumbbell),3,normal,10,10,,,Triceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Seated Leg Curl (Machine),0,normal,40,10,,,Hamstrings"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Seated Leg Curl (Machine),1,normal,55,7,,,Hamstrings"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Extension (Machine),0,normal,40,12,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Extension (Machine),1,normal,55,9,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Extension (Machine),2,normal,55,9,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Standing Calf Raise (Machine),0,normal,140,10,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Standing Calf Raise (Machine),1,normal,150,9,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Standing Calf Raise (Machine),2,normal,150,9,,,Calves"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Adduction (Machine),0,normal,30,12,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Adduction (Machine),1,normal,45,10,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Adduction (Machine),2,normal,60,7,,,Adductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Abduction (Machine),0,normal,45,12,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Abduction (Machine),1,normal,60,10,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Hip Abduction (Machine),2,normal,75,8,,,Abductors"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Press (Machine),0,normal,168,10,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Press (Machine),1,normal,188,10,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Press (Machine),2,normal,218,7,,,Quadriceps"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Raise Parallel Bars,0,normal,,10,,,Abdominals"
"Day 3  (Legs Adductors Calves Hams),""29 Apr 2025 16:30"",""29 Apr 2025 17:25"",,Leg Raise Parallel Bars,1,normal,,10,,,Abdominals"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Spinning,0,normal,,,,300,Cardio"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Shoulder Press (Machine Plates),0,normal,30,10,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Shoulder Press (Machine Plates),1,normal,30,10,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Shoulder Press (Machine Plates),2,normal,45,7,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lateral Raise (Machine),0,normal,30,12,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lateral Raise (Machine),1,normal,40,8,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lateral Raise (Machine),2,normal,40,8,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Plate Front Raise,0,normal,10,15,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Plate Front Raise,1,normal,25,10,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Plate Front Raise,2,normal,25,10,,,Shoulders"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Back Extension (Machine),0,normal,70,12,,,Lower Back"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Back Extension (Machine),1,normal,100,10,,,Lower Back"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Back Extension (Machine),2,normal,100,10,,,Lower Back"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lat Pulldown (Cable),0,normal,30,12,,,Lats"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lat Pulldown (Cable),1,normal,45,10,,,Lats"
"Afternoon workout ,""26 Apr 2025 16:22"",""26 Apr 2025 17:30"",,Lat Pulldown (Cable),2,normal,55,7,,,Lats"
